Ore Name,ItemStack,Item ID,Display Name,Wildcard
bowlWood,1xitem.natura.emptybowl@2,Natura:natura.emptybowl,Bowl,false
bowlWood,1xitem.natura.emptybowl@4,Natura:natura.emptybowl,Bowl,false
bowlWood,1xitem.natura.emptybowl@11,Natura:natura.emptybowl,Bowl,false
bowlWood,1xitem.natura.emptybowl@12,Natura:natura.emptybowl,Bowl,false
brDeviceCyaniteProcessor,1xtile.blockBRDevice.0@0,BigReactors:BRDevice,Cyanite Reprocesssor,false
brickAdamantine,1xtile.metal.block.fantasy.brick@13,Metallurgy:fantasy.brick,Adamantine Brick,false
brickAlduorite,1xtile.metal.block.nether.brick@6,Metallurgy:nether.brick,Alduorite Brick,false
brickAmordrine,1xtile.metal.block.nether.brick@12,Metallurgy:nether.brick,Amordrine Brick,false
brickAngmallen,1xtile.metal.block.base.brick@6,Metallurgy:base.brick,Angmallen Brick,false
brickAstralSilver,1xtile.metal.block.fantasy.brick@5,Metallurgy:fantasy.brick,Astral Silver Brick,false
brickAtlarus,1xtile.metal.block.fantasy.brick@14,Metallurgy:fantasy.brick,Atlarus Brick,false
brickBlackSteel,1xtile.metal.block.fantasy.brick@3,Metallurgy:fantasy.brick,Black Steel Brick,false
brickBrass,1xtile.metal.block.precious.brick@3,Metallurgy:precious.brick,Brass Brick,false
brickBronze,1xtile.metal.block.base.brick@3,Metallurgy:base.brick,Bronze Brick,false
brickCarmot,1xtile.metal.block.fantasy.brick@6,Metallurgy:fantasy.brick,Carmot Brick,false
brickCelenegil,1xtile.metal.block.fantasy.brick@12,Metallurgy:fantasy.brick,Celenegil Brick,false
brickCeruclase,1xtile.metal.block.nether.brick@5,Metallurgy:nether.brick,Ceruclase Brick,false
brickCopper,1xtile.metal.block.base.brick@0,Metallurgy:base.brick,Copper Brick,false
brickDamascusSteel,1xtile.metal.block.base.brick@5,Metallurgy:base.brick,Damascus Steel Brick,false
brickDeepIron,1xtile.metal.block.fantasy.brick@1,Metallurgy:fantasy.brick,Deep Iron Brick,false
brickDesichalkos,1xtile.metal.block.ender.brick@2,Metallurgy:ender.brick,Desichalkos Brick,false
brickElectrum,1xtile.metal.block.precious.brick@4,Metallurgy:precious.brick,Electrum Brick,false
brickEximite,1xtile.metal.block.ender.brick@0,Metallurgy:ender.brick,Eximite Brick,false
brickGold,1xtile.metal.block.vanilla.brick@0,Metallurgy:vanilla.brick,Gold Brick,false
brickHaderoth,1xtile.metal.block.fantasy.brick@10,Metallurgy:fantasy.brick,Haderoth Brick,false
brickHepatizon,1xtile.metal.block.base.brick@4,Metallurgy:base.brick,Hepatizon Brick,false
brickIgnatius,1xtile.metal.block.nether.brick@0,Metallurgy:nether.brick,Ignatius Brick,false
brickInfuscolium,1xtile.metal.block.fantasy.brick@2,Metallurgy:fantasy.brick,Infuscolium Brick,false
brickInolashite,1xtile.metal.block.nether.brick@11,Metallurgy:nether.brick,Inolashite Brick,false
brickIron,1xtile.metal.block.vanilla.brick@1,Metallurgy:vanilla.brick,Iron Brick,false
brickKalendrite,1xtile.metal.block.nether.brick@7,Metallurgy:nether.brick,Kalendrite Brick,false
brickLemurite,1xtile.metal.block.nether.brick@2,Metallurgy:nether.brick,Lemurite Brick,false
brickManganese,1xtile.metal.block.base.brick@2,Metallurgy:base.brick,Manganese Brick,false
brickMeutoite,1xtile.metal.block.ender.brick@1,Metallurgy:ender.brick,Meutoite Brick,false
brickMidasium,1xtile.metal.block.nether.brick@3,Metallurgy:nether.brick,Midasium Brick,false
brickMithril,1xtile.metal.block.fantasy.brick@7,Metallurgy:fantasy.brick,Mithril Brick,false
brickOrichalcum,1xtile.metal.block.fantasy.brick@11,Metallurgy:fantasy.brick,Orichalcum Brick,false
brickOureclase,1xtile.metal.block.fantasy.brick@4,Metallurgy:fantasy.brick,Oureclase Brick,false
brickPeat,1xitem.for.peat@0,Forestry:peat,Peat,false
brickPlatinum,1xtile.metal.block.precious.brick@2,Metallurgy:precious.brick,Platinum Brick,false
brickPrometheum,1xtile.metal.block.fantasy.brick@0,Metallurgy:fantasy.brick,Prometheum Brick,false
brickQuicksilver,1xtile.metal.block.fantasy.brick@9,Metallurgy:fantasy.brick,Quicksilver Brick,false
brickRubracium,1xtile.metal.block.fantasy.brick@8,Metallurgy:fantasy.brick,Rubracium Brick,false
brickSanguinite,1xtile.metal.block.nether.brick@9,Metallurgy:nether.brick,Sanguinite Brick,false
brickShadowIron,1xtile.metal.block.nether.brick@1,Metallurgy:nether.brick,Shadow Iron Brick,false
brickShadowSteel,1xtile.metal.block.nether.brick@10,Metallurgy:nether.brick,Shadow Steel Brick,false
brickSilver,1xtile.metal.block.precious.brick@1,Metallurgy:precious.brick,Silver Brick,false
brickSteel,1xtile.metal.block.base.brick@7,Metallurgy:base.brick,Steel Brick,false
brickStone,1xtile.aroma1997sdimension:portalFrame@0,Aroma1997sDimension:portalFrame,Portal Frame,false
brickTartarite,1xtile.metal.block.fantasy.brick@15,Metallurgy:fantasy.brick,Tartarite Brick,false
brickTin,1xtile.metal.block.base.brick@1,Metallurgy:base.brick,Tin Brick,false
brickVulcanite,1xtile.metal.block.nether.brick@8,Metallurgy:nether.brick,Vulcanite Brick,false
brickVyroxeres,1xtile.metal.block.nether.brick@4,Metallurgy:nether.brick,Vyroxeres Brick,false
brickZinc,1xtile.metal.block.precious.brick@0,Metallurgy:precious.brick,Zinc Brick,false
bricksClay,1xtile.extrautils:color_brick@0,ExtraUtilities:color_brick,Colored Bricks (White Frequency),false
bricksClay,1xtile.extrautils:color_brick@1,ExtraUtilities:color_brick,Colored Bricks (Orange Frequency),false
bricksClay,1xtile.extrautils:color_brick@2,ExtraUtilities:color_brick,Colored Bricks (Magenta Frequency),false
bricksClay,1xtile.extrautils:color_brick@3,ExtraUtilities:color_brick,Colored Bricks (Light Blue Frequency),false
bricksClay,1xtile.extrautils:color_brick@4,ExtraUtilities:color_brick,Colored Bricks (Yellow Frequency),false
bricksClay,1xtile.extrautils:color_brick@5,ExtraUtilities:color_brick,Colored Bricks (Lime Frequency),false
bricksClay,1xtile.extrautils:color_brick@6,ExtraUtilities:color_brick,Colored Bricks (Pink Frequency),false
bricksClay,1xtile.extrautils:color_brick@7,ExtraUtilities:color_brick,Colored Bricks (Gray Frequency),false
bricksClay,1xtile.extrautils:color_brick@8,ExtraUtilities:color_brick,Colored Bricks (Light Gray Frequency),false
bricksClay,1xtile.extrautils:color_brick@9,ExtraUtilities:color_brick,Colored Bricks (Cyan Frequency),false
bricksClay,1xtile.extrautils:color_brick@10,ExtraUtilities:color_brick,Colored Bricks (Purple Frequency),false
bricksClay,1xtile.extrautils:color_brick@11,ExtraUtilities:color_brick,Colored Bricks (Blue Frequency),false
bricksClay,1xtile.extrautils:color_brick@12,ExtraUtilities:color_brick,Colored Bricks (Brown Frequency),false
bricksClay,1xtile.extrautils:color_brick@13,ExtraUtilities:color_brick,Colored Bricks (Green Frequency),false
bricksClay,1xtile.extrautils:color_brick@14,ExtraUtilities:color_brick,Colored Bricks (Red Frequency),false
bricksClay,1xtile.extrautils:color_brick@15,ExtraUtilities:color_brick,Colored Bricks (Black Frequency),false
bricksClayBlack,1xtile.extrautils:color_brick@0,ExtraUtilities:color_brick,Colored Bricks (White Frequency),false
bricksClayBlue,1xtile.extrautils:color_brick@4,ExtraUtilities:color_brick,Colored Bricks (Yellow Frequency),false
bricksClayBrown,1xtile.extrautils:color_brick@3,ExtraUtilities:color_brick,Colored Bricks (Light Blue Frequency),false
bricksClayCyan,1xtile.extrautils:color_brick@6,ExtraUtilities:color_brick,Colored Bricks (Pink Frequency),false
bricksClayGray,1xtile.extrautils:color_brick@8,ExtraUtilities:color_brick,Colored Bricks (Light Gray Frequency),false
bricksClayGreen,1xtile.extrautils:color_brick@2,ExtraUtilities:color_brick,Colored Bricks (Magenta Frequency),false
bricksClayLightBlue,1xtile.extrautils:color_brick@12,ExtraUtilities:color_brick,Colored Bricks (Brown Frequency),false
bricksClayLightGray,1xtile.extrautils:color_brick@7,ExtraUtilities:color_brick,Colored Bricks (Gray Frequency),false
bricksClayLime,1xtile.extrautils:color_brick@10,ExtraUtilities:color_brick,Colored Bricks (Purple Frequency),false
bricksClayMagenta,1xtile.extrautils:color_brick@13,ExtraUtilities:color_brick,Colored Bricks (Green Frequency),false
bricksClayOrange,1xtile.extrautils:color_brick@14,ExtraUtilities:color_brick,Colored Bricks (Red Frequency),false
bricksClayPink,1xtile.extrautils:color_brick@9,ExtraUtilities:color_brick,Colored Bricks (Cyan Frequency),false
bricksClayPurple,1xtile.extrautils:color_brick@5,ExtraUtilities:color_brick,Colored Bricks (Lime Frequency),false
bricksClayRed,1xtile.extrautils:color_brick@1,ExtraUtilities:color_brick,Colored Bricks (Orange Frequency),false
bricksClayWhite,1xtile.extrautils:color_brick@15,ExtraUtilities:color_brick,Colored Bricks (Black Frequency),false
bricksClayYellow,1xtile.extrautils:color_brick@11,ExtraUtilities:color_brick,Colored Bricks (Blue Frequency),false
bricksGravel,1xtile.extrautils:decorativeBlock1@6,ExtraUtilities:decorativeBlock1,Gravel Bricks,false
bricksStone,1xtile.extrautils:colorStoneBrick@0,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (White Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@1,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Orange Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@2,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Magenta Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@3,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Blue Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@4,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Yellow Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@5,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Lime Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@6,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Pink Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@7,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Gray Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@8,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Gray Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@9,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Cyan Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@10,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Purple Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@11,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Blue Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@12,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Brown Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@13,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Green Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@14,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Red Frequency),false
bricksStone,1xtile.extrautils:colorStoneBrick@15,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Black Frequency),false
bricksStoneBlack,1xtile.extrautils:colorStoneBrick@0,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (White Frequency),false
bricksStoneBlue,1xtile.extrautils:colorStoneBrick@4,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Yellow Frequency),false
bricksStoneBrown,1xtile.extrautils:colorStoneBrick@3,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Blue Frequency),false
bricksStoneCyan,1xtile.extrautils:colorStoneBrick@6,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Pink Frequency),false
bricksStoneGray,1xtile.extrautils:colorStoneBrick@8,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Light Gray Frequency),false
bricksStoneGreen,1xtile.extrautils:colorStoneBrick@2,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Magenta Frequency),false
bricksStoneLightBlue,1xtile.extrautils:colorStoneBrick@12,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Brown Frequency),false
bricksStoneLightGray,1xtile.extrautils:colorStoneBrick@7,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Gray Frequency),false
bricksStoneLime,1xtile.extrautils:colorStoneBrick@10,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Purple Frequency),false
bricksStoneMagenta,1xtile.extrautils:colorStoneBrick@13,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Green Frequency),false
bricksStoneOrange,1xtile.extrautils:colorStoneBrick@14,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Red Frequency),false
bricksStonePink,1xtile.extrautils:colorStoneBrick@9,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Cyan Frequency),false
bricksStonePurple,1xtile.extrautils:colorStoneBrick@5,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Lime Frequency),false
bricksStoneRed,1xtile.extrautils:colorStoneBrick@1,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Orange Frequency),false
bricksStoneWhite,1xtile.extrautils:colorStoneBrick@15,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Black Frequency),false
bricksStoneYellow,1xtile.extrautils:colorStoneBrick@11,ExtraUtilities:colorStoneBrick,Colored Stone Bricks (Blue Frequency),false
bronzeRod,1xitem.tconstruct.ToolRod@14,TConstruct:toolRod,Bronze Tool Rod,false
bucketCoal,1xitem.thermalfoundation.bucket@6,ThermalFoundation:bucket,Liquifacted Coal Bucket,false
bucketCryotheum,1xitem.thermalfoundation.bucket@4,ThermalFoundation:bucket,Gelid Cryotheum Bucket,false
bucketEnder,1xitem.thermalfoundation.bucket@2,ThermalFoundation:bucket,Resonant Ender Bucket,false
bucketGlowstone,1xitem.thermalfoundation.bucket@1,ThermalFoundation:bucket,Energized Glowstone Bucket,false
bucketPyrotheum,1xitem.thermalfoundation.bucket@3,ThermalFoundation:bucket,Blazing Pyrotheum Bucket,false
bucketRedstone,1xitem.thermalfoundation.bucket@0,ThermalFoundation:bucket,Destabilized Redstone Bucket,false
burntQuartz,1xtile.extrautils:decorativeBlock1@2,ExtraUtilities:decorativeBlock1,Burnt Quartz,false
cableRedNet,1xtile.mfr.cable.redstone@0,MineFactoryReloaded:cable.redstone,RedNet Cable,false
cableRedNet,1xtile.mfr.cable.redstone@1,MineFactoryReloaded:cable.redstone,RedNet Cable,false
cableRedNetEnergy,1xtile.mfr.cable.redstone@2,MineFactoryReloaded:cable.redstone,RedNet Energy Cable,false
cableRedNetEnergy,1xtile.mfr.cable.redstone@3,MineFactoryReloaded:cable.redstone,RedNet Energy Cable,false
cactusRod,1xitem.tconstruct.ToolRod@4,TConstruct:toolRod,Cactus Tool Rod,false
calculatorCircuit,1xitem.CircuitBoard@0,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@1,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@2,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@3,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@4,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@5,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@6,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@7,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@8,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@9,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@10,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@11,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@12,Calculator:CircuitBoard,Circuit,false
calculatorCircuit,1xitem.CircuitBoard@13,Calculator:CircuitBoard,Circuit,false
calculatorLeaves,1xtile.AmethystLeaf@0,Calculator:AmethystLeaf,Amethyst Leaves,false
calculatorLeaves,1xtile.TanzaniteLeaf@0,Calculator:TanzaniteLeaf,Tanzanite Leaves,false
calculatorLeaves,1xtile.PearLeaf@0,Calculator:PearLeaf,Pear Leaves,false
calculatorLeaves,1xtile.DiamondLeaf@0,Calculator:DiamondLeaf,Diamond Leaves,false
calculatorReinforcedBlock,1xtile.reinforcedstoneBlock@0,Calculator:reinforcedstoneBlock,Reinforced Stone,false
calculatorReinforcedBlock,1xtile.reinforceddirtBlock@0,Calculator:reinforceddirtBlock,Reinforced Dirt,false
carpet,1xtile.chisel.carpet@0,chisel:carpet,Floor Carpet,false
chainLink,1xitem.RArm@4,RArm:ItemMaterials,§rChain Link,false
charcoal,1xitem.coal@1,minecraft:coal,Charcoal,false
chestEnder,1xtile.enderChest@0,minecraft:ender_chest,Ender Chest,false
chestEnder,1xtile.enderchest@0,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@1,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@2,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@3,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@4,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@5,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@6,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@7,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@8,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@9,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@10,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@11,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@12,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@13,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@14,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@15,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@16,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@17,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@18,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@19,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@20,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@21,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@22,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@23,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@24,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@25,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@26,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@27,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@28,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@29,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@30,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@31,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@32,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@33,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@34,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@35,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@36,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@37,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@38,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@39,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@40,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@41,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@42,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@43,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@44,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@45,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@46,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@47,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@48,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@49,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@50,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@51,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@52,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@53,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@54,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@55,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@56,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@57,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@58,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@59,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@60,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@61,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@62,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@63,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@64,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@65,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@66,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@67,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@68,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@69,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@70,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@71,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@72,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@73,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@74,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@75,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@76,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@77,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@78,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@79,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@80,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@81,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@82,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@83,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@84,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@85,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@86,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@87,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@88,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@89,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@90,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@91,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@92,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@93,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@94,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@95,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@96,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@97,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@98,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@99,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@100,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@101,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@102,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@103,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@104,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@105,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@106,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@107,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@108,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@109,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@110,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@111,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@112,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@113,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@114,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@115,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@116,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@117,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@118,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@119,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@120,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@121,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@122,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@123,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@124,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@125,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@126,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@127,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@128,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@129,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@130,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@131,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@132,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@133,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@134,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@135,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@136,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@137,EnderStorage:enderChest,Ender Chest,false
chestEnder,1xtile.enderchest@138,EnderStorage:enderChest,Ender Chest,false
