Item Name,Item ID,Item meta,Has NBT,Display Name
ExtraTrees:misc,5168,13,false,Glass Fittings
ExtraTrees:food,5169,0,false,Crabapple
ExtraTrees:food,5169,1,false,Orange
ExtraTrees:food,5169,2,false,Kumquat
ExtraTrees:food,5169,3,false,Lime
ExtraTrees:food,5169,4,false,Wild Cherry
ExtraTrees:food,5169,5,false,Sour Cherry
ExtraTrees:food,5169,6,false,Black Cherry
ExtraTrees:food,5169,7,false,Blackthorn
ExtraTrees:food,5169,8,false,Cherry Plum
ExtraTrees:food,5169,9,false,Almond
ExtraTrees:food,5169,10,false,Apricot
ExtraTrees:food,5169,11,false,Grapefruit
ExtraTrees:food,5169,12,false,Peach
ExtraTrees:food,5169,13,false,Satsuma
ExtraTrees:food,5169,14,false,Buddhas Hand
ExtraTrees:food,5169,15,false,Citron
ExtraTrees:food,5169,16,false,Finger Lime
ExtraTrees:food,5169,17,false,Key Lime
ExtraTrees:food,5169,18,false,Manderin
ExtraTrees:food,5169,19,false,Nectarine
ExtraTrees:food,5169,20,false,Pomelo
ExtraTrees:food,5169,21,false,Tangerine
ExtraTrees:food,5169,22,false,Pear
ExtraTrees:food,5169,23,false,Sand Pear
ExtraTrees:food,5169,24,false,Hazelnut
ExtraTrees:food,5169,25,false,Butternut
ExtraTrees:food,5169,26,false,Beechnut
ExtraTrees:food,5169,27,false,Pecan Nut
ExtraTrees:food,5169,28,false,Banana
ExtraTrees:food,5169,29,false,Red Banana
ExtraTrees:food,5169,30,false,Plantain
ExtraTrees:food,5169,31,false,Brazil Nut
ExtraTrees:food,5169,32,false,Fig
ExtraTrees:food,5169,33,false,Acorn
ExtraTrees:food,5169,34,false,Elderberry
ExtraTrees:food,5169,35,false,Olive
ExtraTrees:food,5169,36,false,Gingko Nut
ExtraTrees:food,5169,37,false,Coffee
ExtraTrees:food,5169,38,false,Osange Orange
ExtraTrees:food,5169,39,false,Clove
ExtraTrees:food,5169,40,false,Papayimar
ExtraTrees:food,5169,41,false,Blackcurrant
ExtraTrees:food,5169,42,false,Redcurrant
ExtraTrees:food,5169,43,false,Blackberry
ExtraTrees:food,5169,44,false,Raspberry
ExtraTrees:food,5169,45,false,Blueberry
ExtraTrees:food,5169,46,false,Cranberry
ExtraTrees:food,5169,47,false,Juniper
ExtraTrees:food,5169,48,false,Gooseberry
ExtraTrees:food,5169,49,false,Golden Raspberry
ExtraTrees:food,5169,50,false,Coconut
ExtraTrees:food,5169,51,false,Cashew
ExtraTrees:food,5169,52,false,Avacado
ExtraTrees:food,5169,53,false,Nutmeg
ExtraTrees:food,5169,54,false,Allspice
ExtraTrees:food,5169,55,false,Chilli
ExtraTrees:food,5169,56,false,Star Anise
ExtraTrees:food,5169,57,false,Mango
ExtraTrees:food,5169,58,false,Starfruit
ExtraTrees:food,5169,59,false,Candlenut
ExtraTrees:hammer,5170,0,false,Carpentry Hammer
ExtraTrees:durableHammer,5171,0,false,Master Carpentry Hammer
ExtraTrees:drink,5172,0,true,Empty Beer Mug
ExtraTrees:drink,5172,0,true,Empty Pint Glass
ExtraTrees:drink,5172,0,true,Empty Snifter Glass
ExtraTrees:drink,5172,0,true,Empty Flute Glass
ExtraTrees:drink,5172,0,true,Empty Cocktail Glass
ExtraTrees:drink,5172,0,true,Empty Cordial Glass
ExtraTrees:drink,5172,0,true,Empty Collins Glass
ExtraTrees:drink,5172,0,true,Empty Highball Glass
ExtraTrees:drink,5172,0,true,Empty Hurricane Glass
ExtraTrees:drink,5172,0,true,Empty Margarita Glass
ExtraTrees:drink,5172,0,true,Empty Old Fashioned Glass
ExtraTrees:drink,5172,0,true,Empty Wine Glass
ExtraTrees:drink,5172,0,true,Empty Shot Glass
ExtraTrees:drink,5172,0,true,Empty Sherry Glass
ExtraTrees:drink,5172,0,true,Empty Coupe Glass
ExtraTrees:drink,5172,0,true,Glass of Red Wine
ExtraUtilities:endConstructor,2285,0,false,QED (Quantum Entanglement Doohicky)
ExtraUtilities:endConstructor,2285,2,false,Ender-Flux Crystal
ExtraUtilities:endMarker,2286,0,false,Ender-Marker
ExtraUtilities:curtains,2287,0,false,Blackout Curtains
ExtraUtilities:angelBlock,2288,0,false,Angel Block
ExtraUtilities:budoff,2289,0,false,Block Update Detector
ExtraUtilities:budoff,2289,3,false,Block Update Detector (Advanced)
ExtraUtilities:chandelier,2290,0,false,Chandelier
ExtraUtilities:decorativeBlock1,2291,0,false,Edged Stone Bricks
ExtraUtilities:decorativeBlock1,2291,1,false,Ender-infused Obsidian
ExtraUtilities:decorativeBlock1,2291,2,false,Burnt Quartz
ExtraUtilities:decorativeBlock1,2291,3,false,Frosted Stone
ExtraUtilities:decorativeBlock1,2291,4,false,Border Stone
ExtraUtilities:decorativeBlock1,2291,5,false,Unstable Ingot Block
ExtraUtilities:decorativeBlock1,2291,6,false,Gravel Bricks
ExtraUtilities:decorativeBlock1,2291,7,false,Border Stone (Alternate)
ExtraUtilities:decorativeBlock1,2291,8,false,Magical Wood
ExtraUtilities:decorativeBlock1,2291,9,false,Sandy Glass
ExtraUtilities:decorativeBlock1,2291,10,false,Gravel Road
ExtraUtilities:decorativeBlock1,2291,11,false,Ender Core
ExtraUtilities:decorativeBlock1,2291,12,false,Diamond-Etched Computational Matrix
ExtraUtilities:decorativeBlock1,2291,13,false,Ender-Sand Alloy
ExtraUtilities:decorativeBlock1,2291,14,false,Carved 'Eminence' Stone
ExtraUtilities:decorativeBlock2,2292,0,false,Thickened Glass
ExtraUtilities:decorativeBlock2,2292,1,false,Edged Glass
ExtraUtilities:decorativeBlock2,2292,2,false,Glass Bricks
ExtraUtilities:decorativeBlock2,2292,3,false,Carved Glass
ExtraUtilities:decorativeBlock2,2292,4,false,Golden Edged Glass
ExtraUtilities:decorativeBlock2,2292,5,false,Obsidian Glass
ExtraUtilities:decorativeBlock2,2292,6,false,Swirling Glass
ExtraUtilities:decorativeBlock2,2292,7,false,Glowstone Glass
ExtraUtilities:decorativeBlock2,2292,8,false,Heart Glass
ExtraUtilities:decorativeBlock2,2292,9,false,Square Glass
ExtraUtilities:decorativeBlock2,2292,10,false,Dark Glass
ExtraUtilities:decorativeBlock2,2292,11,false,Reinforced Dark Glass
ExtraUtilities:pureLove,2293,0,false,tile.extrautils:pureLove.name
ExtraUtilities:block_bedrockium,2294,0,false,Block of Bedrockium
ExtraUtilities:colorStoneBrick,2296,0,false,Colored Stone Bricks (White Frequency)
ExtraUtilities:colorStoneBrick,2296,1,false,Colored Stone Bricks (Orange Frequency)
ExtraUtilities:colorStoneBrick,2296,2,false,Colored Stone Bricks (Magenta Frequency)
ExtraUtilities:colorStoneBrick,2296,3,false,Colored Stone Bricks (Light Blue Frequency)
ExtraUtilities:colorStoneBrick,2296,4,false,Colored Stone Bricks (Yellow Frequency)
ExtraUtilities:colorStoneBrick,2296,5,false,Colored Stone Bricks (Lime Frequency)
ExtraUtilities:colorStoneBrick,2296,6,false,Colored Stone Bricks (Pink Frequency)
ExtraUtilities:colorStoneBrick,2296,7,false,Colored Stone Bricks (Gray Frequency)
ExtraUtilities:colorStoneBrick,2296,8,false,Colored Stone Bricks (Light Gray Frequency)
ExtraUtilities:colorStoneBrick,2296,9,false,Colored Stone Bricks (Cyan Frequency)
ExtraUtilities:colorStoneBrick,2296,10,false,Colored Stone Bricks (Purple Frequency)
ExtraUtilities:colorStoneBrick,2296,11,false,Colored Stone Bricks (Blue Frequency)
ExtraUtilities:colorStoneBrick,2296,12,false,Colored Stone Bricks (Brown Frequency)
ExtraUtilities:colorStoneBrick,2296,13,false,Colored Stone Bricks (Green Frequency)
ExtraUtilities:colorStoneBrick,2296,14,false,Colored Stone Bricks (Red Frequency)
ExtraUtilities:colorStoneBrick,2296,15,false,Colored Stone Bricks (Black Frequency)
ExtraUtilities:colorWoodPlanks,2297,0,false,Colored Oak Wood Planks (White Frequency)
ExtraUtilities:colorWoodPlanks,2297,1,false,Colored Oak Wood Planks (Orange Frequency)
ExtraUtilities:colorWoodPlanks,2297,2,false,Colored Oak Wood Planks (Magenta Frequency)
ExtraUtilities:colorWoodPlanks,2297,3,false,Colored Oak Wood Planks (Light Blue Frequency)
ExtraUtilities:colorWoodPlanks,2297,4,false,Colored Oak Wood Planks (Yellow Frequency)
ExtraUtilities:colorWoodPlanks,2297,5,false,Colored Oak Wood Planks (Lime Frequency)
ExtraUtilities:colorWoodPlanks,2297,6,false,Colored Oak Wood Planks (Pink Frequency)
ExtraUtilities:colorWoodPlanks,2297,7,false,Colored Oak Wood Planks (Gray Frequency)
ExtraUtilities:colorWoodPlanks,2297,8,false,Colored Oak Wood Planks (Light Gray Frequency)
ExtraUtilities:colorWoodPlanks,2297,9,false,Colored Oak Wood Planks (Cyan Frequency)
ExtraUtilities:colorWoodPlanks,2297,10,false,Colored Oak Wood Planks (Purple Frequency)
ExtraUtilities:colorWoodPlanks,2297,11,false,Colored Oak Wood Planks (Blue Frequency)
ExtraUtilities:colorWoodPlanks,2297,12,false,Colored Oak Wood Planks (Brown Frequency)
ExtraUtilities:colorWoodPlanks,2297,13,false,Colored Oak Wood Planks (Green Frequency)
ExtraUtilities:colorWoodPlanks,2297,14,false,Colored Oak Wood Planks (Red Frequency)
ExtraUtilities:colorWoodPlanks,2297,15,false,Colored Oak Wood Planks (Black Frequency)
ExtraUtilities:color_lightgem,2298,0,false,Colored Glowstone (White Frequency)
ExtraUtilities:color_lightgem,2298,1,false,Colored Glowstone (Orange Frequency)
ExtraUtilities:color_lightgem,2298,2,false,Colored Glowstone (Magenta Frequency)
ExtraUtilities:color_lightgem,2298,3,false,Colored Glowstone (Light Blue Frequency)
ExtraUtilities:color_lightgem,2298,4,false,Colored Glowstone (Yellow Frequency)
ExtraUtilities:color_lightgem,2298,5,false,Colored Glowstone (Lime Frequency)
ExtraUtilities:color_lightgem,2298,6,false,Colored Glowstone (Pink Frequency)
ExtraUtilities:color_lightgem,2298,7,false,Colored Glowstone (Gray Frequency)
ExtraUtilities:color_lightgem,2298,8,false,Colored Glowstone (Light Gray Frequency)
ExtraUtilities:color_lightgem,2298,9,false,Colored Glowstone (Cyan Frequency)
ExtraUtilities:color_lightgem,2298,10,false,Colored Glowstone (Purple Frequency)
ExtraUtilities:color_lightgem,2298,11,false,Colored Glowstone (Blue Frequency)
ExtraUtilities:color_lightgem,2298,12,false,Colored Glowstone (Brown Frequency)
ExtraUtilities:color_lightgem,2298,13,false,Colored Glowstone (Green Frequency)
ExtraUtilities:color_lightgem,2298,14,false,Colored Glowstone (Red Frequency)
ExtraUtilities:color_lightgem,2298,15,false,Colored Glowstone (Black Frequency)
ExtraUtilities:color_stone,2299,0,false,Colored Stone (White Frequency)
ExtraUtilities:color_stone,2299,1,false,Colored Stone (Orange Frequency)
ExtraUtilities:color_stone,2299,2,false,Colored Stone (Magenta Frequency)
ExtraUtilities:color_stone,2299,3,false,Colored Stone (Light Blue Frequency)
ExtraUtilities:color_stone,2299,4,false,Colored Stone (Yellow Frequency)
ExtraUtilities:color_stone,2299,5,false,Colored Stone (Lime Frequency)
ExtraUtilities:color_stone,2299,6,false,Colored Stone (Pink Frequency)
ExtraUtilities:color_stone,2299,7,false,Colored Stone (Gray Frequency)
ExtraUtilities:color_stone,2299,8,false,Colored Stone (Light Gray Frequency)
ExtraUtilities:color_stone,2299,9,false,Colored Stone (Cyan Frequency)
ExtraUtilities:color_stone,2299,10,false,Colored Stone (Purple Frequency)
ExtraUtilities:color_stone,2299,11,false,Colored Stone (Blue Frequency)
ExtraUtilities:color_stone,2299,12,false,Colored Stone (Brown Frequency)
ExtraUtilities:color_stone,2299,13,false,Colored Stone (Green Frequency)
ExtraUtilities:color_stone,2299,14,false,Colored Stone (Red Frequency)
ExtraUtilities:color_stone,2299,15,false,Colored Stone (Black Frequency)
ExtraUtilities:color_quartzBlock,2300,0,false,Colored Block of Quartz (White Frequency)
ExtraUtilities:color_quartzBlock,2300,1,false,Colored Block of Quartz (Orange Frequency)
ExtraUtilities:color_quartzBlock,2300,2,false,Colored Block of Quartz (Magenta Frequency)
ExtraUtilities:color_quartzBlock,2300,3,false,Colored Block of Quartz (Light Blue Frequency)
ExtraUtilities:color_quartzBlock,2300,4,false,Colored Block of Quartz (Yellow Frequency)
ExtraUtilities:color_quartzBlock,2300,5,false,Colored Block of Quartz (Lime Frequency)
ExtraUtilities:color_quartzBlock,2300,6,false,Colored Block of Quartz (Pink Frequency)
ExtraUtilities:color_quartzBlock,2300,7,false,Colored Block of Quartz (Gray Frequency)
ExtraUtilities:color_quartzBlock,2300,8,false,Colored Block of Quartz (Light Gray Frequency)
ExtraUtilities:color_quartzBlock,2300,9,false,Colored Block of Quartz (Cyan Frequency)
ExtraUtilities:color_quartzBlock,2300,10,false,Colored Block of Quartz (Purple Frequency)
ExtraUtilities:color_quartzBlock,2300,11,false,Colored Block of Quartz (Blue Frequency)
ExtraUtilities:color_quartzBlock,2300,12,false,Colored Block of Quartz (Brown Frequency)
ExtraUtilities:color_quartzBlock,2300,13,false,Colored Block of Quartz (Green Frequency)
ExtraUtilities:color_quartzBlock,2300,14,false,Colored Block of Quartz (Red Frequency)
ExtraUtilities:color_quartzBlock,2300,15,false,Colored Block of Quartz (Black Frequency)
ExtraUtilities:color_hellsand,2301,0,false,Colored Soul Sand (White Frequency)
ExtraUtilities:color_hellsand,2301,1,false,Colored Soul Sand (Orange Frequency)
ExtraUtilities:color_hellsand,2301,2,false,Colored Soul Sand (Magenta Frequency)
ExtraUtilities:color_hellsand,2301,3,false,Colored Soul Sand (Light Blue Frequency)
ExtraUtilities:color_hellsand,2301,4,false,Colored Soul Sand (Yellow Frequency)
ExtraUtilities:color_hellsand,2301,5,false,Colored Soul Sand (Lime Frequency)
ExtraUtilities:color_hellsand,2301,6,false,Colored Soul Sand (Pink Frequency)
ExtraUtilities:color_hellsand,2301,7,false,Colored Soul Sand (Gray Frequency)
ExtraUtilities:color_hellsand,2301,8,false,Colored Soul Sand (Light Gray Frequency)
ExtraUtilities:color_hellsand,2301,9,false,Colored Soul Sand (Cyan Frequency)
ExtraUtilities:color_hellsand,2301,10,false,Colored Soul Sand (Purple Frequency)
ExtraUtilities:color_hellsand,2301,11,false,Colored Soul Sand (Blue Frequency)
ExtraUtilities:color_hellsand,2301,12,false,Colored Soul Sand (Brown Frequency)
ExtraUtilities:color_hellsand,2301,13,false,Colored Soul Sand (Green Frequency)
ExtraUtilities:color_hellsand,2301,14,false,Colored Soul Sand (Red Frequency)
ExtraUtilities:color_hellsand,2301,15,false,Colored Soul Sand (Black Frequency)
ExtraUtilities:color_redstoneLight,2302,0,false,Colored Redstone Lamp (White Frequency)
ExtraUtilities:color_redstoneLight,2302,1,false,Colored Redstone Lamp (Orange Frequency)
ExtraUtilities:color_redstoneLight,2302,2,false,Colored Redstone Lamp (Magenta Frequency)
ExtraUtilities:color_redstoneLight,2302,3,false,Colored Redstone Lamp (Light Blue Frequency)
ExtraUtilities:color_redstoneLight,2302,4,false,Colored Redstone Lamp (Yellow Frequency)
ExtraUtilities:color_redstoneLight,2302,5,false,Colored Redstone Lamp (Lime Frequency)
ExtraUtilities:color_redstoneLight,2302,6,false,Colored Redstone Lamp (Pink Frequency)
ExtraUtilities:color_redstoneLight,2302,7,false,Colored Redstone Lamp (Gray Frequency)
ExtraUtilities:color_redstoneLight,2302,8,false,Colored Redstone Lamp (Light Gray Frequency)
ExtraUtilities:color_redstoneLight,2302,9,false,Colored Redstone Lamp (Cyan Frequency)
ExtraUtilities:color_redstoneLight,2302,10,false,Colored Redstone Lamp (Purple Frequency)
ExtraUtilities:color_redstoneLight,2302,11,false,Colored Redstone Lamp (Blue Frequency)
ExtraUtilities:color_redstoneLight,2302,12,false,Colored Redstone Lamp (Brown Frequency)
ExtraUtilities:color_redstoneLight,2302,13,false,Colored Redstone Lamp (Green Frequency)
ExtraUtilities:color_redstoneLight,2302,14,false,Colored Redstone Lamp (Red Frequency)
ExtraUtilities:color_redstoneLight,2302,15,false,Colored Redstone Lamp (Black Frequency)
ExtraUtilities:color_brick,2303,0,false,Colored Bricks (White Frequency)
ExtraUtilities:color_brick,2303,1,false,Colored Bricks (Orange Frequency)
ExtraUtilities:color_brick,2303,2,false,Colored Bricks (Magenta Frequency)
ExtraUtilities:color_brick,2303,3,false,Colored Bricks (Light Blue Frequency)
ExtraUtilities:color_brick,2303,4,false,Colored Bricks (Yellow Frequency)
ExtraUtilities:color_brick,2303,5,false,Colored Bricks (Lime Frequency)
ExtraUtilities:color_brick,2303,6,false,Colored Bricks (Pink Frequency)
ExtraUtilities:color_brick,2303,7,false,Colored Bricks (Gray Frequency)
ExtraUtilities:color_brick,2303,8,false,Colored Bricks (Light Gray Frequency)
ExtraUtilities:color_brick,2303,9,false,Colored Bricks (Cyan Frequency)
ExtraUtilities:color_brick,2303,10,false,Colored Bricks (Purple Frequency)
ExtraUtilities:color_brick,2303,11,false,Colored Bricks (Blue Frequency)
ExtraUtilities:color_brick,2303,12,false,Colored Bricks (Brown Frequency)
ExtraUtilities:color_brick,2303,13,false,Colored Bricks (Green Frequency)
ExtraUtilities:color_brick,2303,14,false,Colored Bricks (Red Frequency)
ExtraUtilities:color_brick,2303,15,false,Colored Bricks (Black Frequency)
ExtraUtilities:color_stonebrick,2304,0,false,Colored Cobblestone (White Frequency)
ExtraUtilities:color_stonebrick,2304,1,false,Colored Cobblestone (Orange Frequency)
ExtraUtilities:color_stonebrick,2304,2,false,Colored Cobblestone (Magenta Frequency)
ExtraUtilities:color_stonebrick,2304,3,false,Colored Cobblestone (Light Blue Frequency)
ExtraUtilities:color_stonebrick,2304,4,false,Colored Cobblestone (Yellow Frequency)
ExtraUtilities:color_stonebrick,2304,5,false,Colored Cobblestone (Lime Frequency)
ExtraUtilities:color_stonebrick,2304,6,false,Colored Cobblestone (Pink Frequency)
ExtraUtilities:color_stonebrick,2304,7,false,Colored Cobblestone (Gray Frequency)
ExtraUtilities:color_stonebrick,2304,8,false,Colored Cobblestone (Light Gray Frequency)
ExtraUtilities:color_stonebrick,2304,9,false,Colored Cobblestone (Cyan Frequency)
ExtraUtilities:color_stonebrick,2304,10,false,Colored Cobblestone (Purple Frequency)
ExtraUtilities:color_stonebrick,2304,11,false,Colored Cobblestone (Blue Frequency)
ExtraUtilities:color_stonebrick,2304,12,false,Colored Cobblestone (Brown Frequency)
ExtraUtilities:color_stonebrick,2304,13,false,Colored Cobblestone (Green Frequency)
ExtraUtilities:color_stonebrick,2304,14,false,Colored Cobblestone (Red Frequency)
ExtraUtilities:color_stonebrick,2304,15,false,Colored Cobblestone (Black Frequency)
ExtraUtilities:color_blockLapis,2305,0,false,Colored Lapis Lazuli Block (White Frequency)
ExtraUtilities:color_blockLapis,2305,1,false,Colored Lapis Lazuli Block (Orange Frequency)
ExtraUtilities:color_blockLapis,2305,2,false,Colored Lapis Lazuli Block (Magenta Frequency)
ExtraUtilities:color_blockLapis,2305,3,false,Colored Lapis Lazuli Block (Light Blue Frequency)
ExtraUtilities:color_blockLapis,2305,4,false,Colored Lapis Lazuli Block (Yellow Frequency)
ExtraUtilities:color_blockLapis,2305,5,false,Colored Lapis Lazuli Block (Lime Frequency)
ExtraUtilities:color_blockLapis,2305,6,false,Colored Lapis Lazuli Block (Pink Frequency)
ExtraUtilities:color_blockLapis,2305,7,false,Colored Lapis Lazuli Block (Gray Frequency)
ExtraUtilities:color_blockLapis,2305,8,false,Colored Lapis Lazuli Block (Light Gray Frequency)
ExtraUtilities:color_blockLapis,2305,9,false,Colored Lapis Lazuli Block (Cyan Frequency)
ExtraUtilities:color_blockLapis,2305,10,false,Colored Lapis Lazuli Block (Purple Frequency)
ExtraUtilities:color_blockLapis,2305,11,false,Colored Lapis Lazuli Block (Blue Frequency)
ExtraUtilities:color_blockLapis,2305,12,false,Colored Lapis Lazuli Block (Brown Frequency)
ExtraUtilities:color_blockLapis,2305,13,false,Colored Lapis Lazuli Block (Green Frequency)
ExtraUtilities:color_blockLapis,2305,14,false,Colored Lapis Lazuli Block (Red Frequency)
ExtraUtilities:color_blockLapis,2305,15,false,Colored Lapis Lazuli Block (Black Frequency)
ExtraUtilities:color_obsidian,2306,0,false,Colored Obsidian (White Frequency)
ExtraUtilities:color_obsidian,2306,1,false,Colored Obsidian (Orange Frequency)
ExtraUtilities:color_obsidian,2306,2,false,Colored Obsidian (Magenta Frequency)
ExtraUtilities:color_obsidian,2306,3,false,Colored Obsidian (Light Blue Frequency)
ExtraUtilities:color_obsidian,2306,4,false,Colored Obsidian (Yellow Frequency)
ExtraUtilities:color_obsidian,2306,5,false,Colored Obsidian (Lime Frequency)
ExtraUtilities:color_obsidian,2306,6,false,Colored Obsidian (Pink Frequency)
ExtraUtilities:color_obsidian,2306,7,false,Colored Obsidian (Gray Frequency)
ExtraUtilities:color_obsidian,2306,8,false,Colored Obsidian (Light Gray Frequency)
ExtraUtilities:color_obsidian,2306,9,false,Colored Obsidian (Cyan Frequency)
ExtraUtilities:color_obsidian,2306,10,false,Colored Obsidian (Purple Frequency)
ExtraUtilities:color_obsidian,2306,11,false,Colored Obsidian (Blue Frequency)
ExtraUtilities:color_obsidian,2306,12,false,Colored Obsidian (Brown Frequency)
ExtraUtilities:color_obsidian,2306,13,false,Colored Obsidian (Green Frequency)
ExtraUtilities:color_obsidian,2306,14,false,Colored Obsidian (Red Frequency)
ExtraUtilities:color_obsidian,2306,15,false,Colored Obsidian (Black Frequency)
ExtraUtilities:color_blockRedstone,2307,0,false,Colored Block of Redstone (White Frequency)
ExtraUtilities:color_blockRedstone,2307,1,false,Colored Block of Redstone (Orange Frequency)
ExtraUtilities:color_blockRedstone,2307,2,false,Colored Block of Redstone (Magenta Frequency)
ExtraUtilities:color_blockRedstone,2307,3,false,Colored Block of Redstone (Light Blue Frequency)
ExtraUtilities:color_blockRedstone,2307,4,false,Colored Block of Redstone (Yellow Frequency)
ExtraUtilities:color_blockRedstone,2307,5,false,Colored Block of Redstone (Lime Frequency)
ExtraUtilities:color_blockRedstone,2307,6,false,Colored Block of Redstone (Pink Frequency)
ExtraUtilities:color_blockRedstone,2307,7,false,Colored Block of Redstone (Gray Frequency)
ExtraUtilities:color_blockRedstone,2307,8,false,Colored Block of Redstone (Light Gray Frequency)
ExtraUtilities:color_blockRedstone,2307,9,false,Colored Block of Redstone (Cyan Frequency)
ExtraUtilities:color_blockRedstone,2307,10,false,Colored Block of Redstone (Purple Frequency)
ExtraUtilities:color_blockRedstone,2307,11,false,Colored Block of Redstone (Blue Frequency)
ExtraUtilities:color_blockRedstone,2307,12,false,Colored Block of Redstone (Brown Frequency)
ExtraUtilities:color_blockRedstone,2307,13,false,Colored Block of Redstone (Green Frequency)
ExtraUtilities:color_blockRedstone,2307,14,false,Colored Block of Redstone (Red Frequency)
ExtraUtilities:color_blockRedstone,2307,15,false,Colored Block of Redstone (Black Frequency)
ExtraUtilities:color_blockCoal,2308,0,false,Colored Block of Coal (White Frequency)
ExtraUtilities:color_blockCoal,2308,1,false,Colored Block of Coal (Orange Frequency)
ExtraUtilities:color_blockCoal,2308,2,false,Colored Block of Coal (Magenta Frequency)
ExtraUtilities:color_blockCoal,2308,3,false,Colored Block of Coal (Light Blue Frequency)
ExtraUtilities:color_blockCoal,2308,4,false,Colored Block of Coal (Yellow Frequency)
ExtraUtilities:color_blockCoal,2308,5,false,Colored Block of Coal (Lime Frequency)
ExtraUtilities:color_blockCoal,2308,6,false,Colored Block of Coal (Pink Frequency)
ExtraUtilities:color_blockCoal,2308,7,false,Colored Block of Coal (Gray Frequency)
ExtraUtilities:color_blockCoal,2308,8,false,Colored Block of Coal (Light Gray Frequency)
ExtraUtilities:color_blockCoal,2308,9,false,Colored Block of Coal (Cyan Frequency)
ExtraUtilities:color_blockCoal,2308,10,false,Colored Block of Coal (Purple Frequency)
ExtraUtilities:color_blockCoal,2308,11,false,Colored Block of Coal (Blue Frequency)
ExtraUtilities:color_blockCoal,2308,12,false,Colored Block of Coal (Brown Frequency)
ExtraUtilities:color_blockCoal,2308,13,false,Colored Block of Coal (Green Frequency)
ExtraUtilities:color_blockCoal,2308,14,false,Colored Block of Coal (Red Frequency)
ExtraUtilities:color_blockCoal,2308,15,false,Colored Block of Coal (Black Frequency)
ExtraUtilities:cobblestone_compressed,2309,0,false,Compressed Cobblestone
ExtraUtilities:cobblestone_compressed,2309,1,false,Double Compressed Cobblestone
ExtraUtilities:cobblestone_compressed,2309,2,false,Triple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed,2309,3,false,Quadruple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed,2309,4,false,Quintuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed,2309,5,false,Sextuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed,2309,6,false,Septuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed,2309,7,false,Octuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed,2309,8,false,Compressed Dirt
ExtraUtilities:cobblestone_compressed,2309,9,false,Double Compressed Dirt
ExtraUtilities:cobblestone_compressed,2309,10,false,Triple Compressed Dirt
ExtraUtilities:cobblestone_compressed,2309,11,false,Quadruple Compressed Dirt
ExtraUtilities:cobblestone_compressed,2309,12,false,Compressed Gravel
ExtraUtilities:cobblestone_compressed,2309,13,false,Double Compressed Gravel
ExtraUtilities:cobblestone_compressed,2309,14,false,Compressed Sand
ExtraUtilities:cobblestone_compressed,2309,15,false,Double Compressed Sand
ExtraUtilities:conveyor,2310,0,false,Conveyor Belt
ExtraUtilities:filing,2311,0,false,Filing Cabinet
ExtraUtilities:filing,2311,1,false,Filing Cabinet (Advanced)
ExtraUtilities:greenscreen,2312,0,false,Lapis Caelestis Albus (White)
ExtraUtilities:greenscreen,2312,1,false,Lapis Caelestis Aurantiacus (Orange)
ExtraUtilities:greenscreen,2312,2,false,Lapis Caelestis Purpura Amethystinus (Magenta)
ExtraUtilities:greenscreen,2312,3,false,Lapis Caelestis Caesicius (Light Blue)
ExtraUtilities:greenscreen,2312,4,false,Lapis Caelestis Flavus (Yellow)
ExtraUtilities:greenscreen,2312,5,false,Lapis Caelestis Viridis (Green)
ExtraUtilities:greenscreen,2312,6,false,Lapis Caelestis Roseus (Pink)
ExtraUtilities:greenscreen,2312,7,false,Lapis Caelestis Cinereus (Gray)
ExtraUtilities:greenscreen,2312,8,false,Lapis Caelestis Lux Cinereus (Light Gray)
ExtraUtilities:greenscreen,2312,9,false,Lapis Caelestis Callainus (Cyan)
ExtraUtilities:greenscreen,2312,10,false,Lapis Caelestis Purpura (Purple)
ExtraUtilities:greenscreen,2312,11,false,Lapis Caelestis Caeruleus (Blue)
ExtraUtilities:greenscreen,2312,12,false,Lapis Caelestis Fuscus (Brown)
ExtraUtilities:greenscreen,2312,13,false,Lapis Caelestis Paphiae Myrti (Dark Green)
ExtraUtilities:greenscreen,2312,14,false,Lapis Caelestis Rufus (Red)
ExtraUtilities:greenscreen,2312,15,false,Lapis Caelestis Nox (Black)
ExtraUtilities:peaceful_table_top,2313,0,false,Peaceful Table
ExtraUtilities:trading_post,2314,0,false,Trading Post
ExtraUtilities:sound_muffler,2315,0,false,Sound Muffler
ExtraUtilities:sound_muffler,2315,1,false,Rain Muffler
ExtraUtilities:extractor_base,2316,0,false,Transfer Node (Items)
ExtraUtilities:extractor_base,2316,6,false,Transfer Node (Liquids)
ExtraUtilities:extractor_base,2316,12,false,Transfer Node (Energy)
ExtraUtilities:extractor_base,2316,13,false,Transfer Node (Hyper Energy)
ExtraUtilities:extractor_base_remote,2317,0,false,Retrieval Node (Items)
ExtraUtilities:extractor_base_remote,2317,6,false,Retrieval Node (Liquids)
ExtraUtilities:pipes,2318,0,false,Transfer Pipe
ExtraUtilities:pipes,2318,8,false,Sorting Pipe
